,Unnamed: 0,a-beta
17857,10980,peransuman
17858,16608,perantara
17859,10981,perantauan
17860,10982,peranti
17861,10983,perapat
17862,10984,perarangan
17863,17084,perasaan
17864,27989,perasan
17865,10985,perasingan
17866,10986,perasuransian
17867,26387,peraturan
17868,10987,perawan
17869,10988,perawangan
17870,23336,perawatan
17871,18931,perayaan
17872,28248,perayaannya
17873,10989,perbabilan
17874,10990,perbahanan
17875,10991,perbahasan
17876,23609,perbaikan
17877,22662,perbaiki
17878,10993,perbalahan
17879,17304,perbankan
17880,22551,perbankanselain
17881,17540,perbarui
17882,17629,perbatasan
17883,10995,perbatikan
17884,22737,perbedaan
17885,10996,perbekalan
17886,10997,perbendaan
17887,10998,perbenihan
17888,23381,perbincangkan
17889,22262,perbuatan
17890,18739,perbuatannya
17891,10999,perbudakan
17892,11000,perbukitan
17893,11001,perbungaan
17894,11002,perburuhan
17895,19391,percabulan
17896,11004,percakapan
17897,11005,percandian
17898,11006,percanduan
17899,11007,percaturan
17900,11008,percatutan
17901,16398,percaya
17902,11010,percebakan
17903,20679,percepatan
17904,11012,perceraian
17905,11013,percetakan
17906,11014,percintaan
17907,11015,percopetan
17908,15637,percuma
17909,11016,percumbuan
17910,19048,perda
17911,22259,perdagangan
17912,11017,perdamaian
17913,24262,perdana
17914,11019,perdarahan
17915,17896,perdata
17916,11021,perdebatan
17917,11022,perdikan
17918,22369,perdu
17919,11024,perdukuhan
17920,11025,perdukunan
17921,17615,perebutan
17922,11026,peredam
17923,11027,peregangan
17924,11028,pereka
17925,11029,perekaciptaan
17926,11030,perekam
17927,11031,perekat
17928,11032,perekayasa
17929,23481,perekonomian
17930,11033,perekrutan
17931,11034,peremajaan
17932,11035,perembesan
17933,11036,perembetan
17934,11037,perembukan
17935,11038,perempatan
17936,16857,perempuan
17937,23202,perempuanmu
17938,26760,perenang
17939,16845,perencana
17940,27014,perencanaan
17941,11039,perendaman
17942,11040,perenggang
17943,11041,perenjak
17944,11042,perenungan
17945,23024,peresean
17946,16409,peresmian
17947,11043,perevisian
17948,22255,perfilman
17949,11044,perforator
17950,19732,performance
17951,11045,pergaduhan
17952,11046,pergam
17953,11047,pergandaan
17954,11048,pergantian
17955,11049,pergelaran
17956,11050,pergerakan
17957,25423,pergerakannnya
17958,11051,pergesekan
17959,11052,pergeseran
17960,11053,pergetahan
17961,11054,pergi
17962,11055,pergiliran
17963,11056,pergocohan
17964,11057,pergolakan
17965,11058,pergosipan
17966,23165,pergub
17967,11059,pergulatan
17968,11060,pergumulan
17969,11061,pergurauan
17970,26411,perguruan
17971,11062,pergusuran
17972,11063,perhambaan
17973,27927,perhatian
17974,11064,perhatikan
17975,11065,perhelatan
17976,21493,perhelatannya
17977,11066,perhentian
17978,11067,perhewanan
17979,20692,perhiasan
17980,23173,perhimpunan
17981,23074,perhitungan
17982,11068,perhotelan
17983,21911,perhubungan
17984,11069,perhumasan
17985,11070,perhutanan
17986,11071,peria
17987,21734,peribadatan
17988,11072,peribahasa
17989,11073,periginium
17990,25790,perihal
17991,11074,perihelion
17992,26305,perikanan
17993,21966,perikananâ¢
17994,25355,periklanan
17995,22786,periksa
17996,16958,perilaku
17997,24659,perilakunya
17998,27802,perilisan
17999,11078,perimbuhan
18000,11079,perimenopause
18001,11080,perimisium
18002,11081,perinatologis
18003,11082,perincisan
18004,11083,perindu
18005,11084,perindustrian
18006,11085,peringanan
18007,24421,peringatan
18008,17659,peringatannya
18009,17541,peringati
18010,11087,peringisan
18011,24299,peringkat
18012,23833,perintah
18013,22926,perintahkan
18014,25729,perintis
18015,11088,periode
18016,22371,periodik
18017,11089,periodontitis
18018,11090,periorbita
18019,11091,periosteum
18020,18237,perisai
18021,11092,perisiklus
18022,11093,perisperma
18023,11094,peristerit
18024,11095,peristerofili
18025,16262,peristiwa
18026,11097,peritoneum
18027,11098,periuk
18028,18118,perizinan
18029,27735,perizinannya
18030,17059,perjalan
18031,11099,perjalanan
18032,28231,perjalanannya
18033,11100,perjanjian
18034,11101,perjodohan
18035,19518,perjuangan
18036,27331,perjuanganmu
18037,27449,perjudian
18038,11103,perjumpaan
18039,11104,perkabaran
18040,11105,perkakaoan
18041,11106,perkamusan
18042,11107,perkancaan
18043,22233,perkantoran
18044,11108,perkapalan
18045,11109,perkapuran
18046,11110,perkara
18047,11111,perkarantinaan
18048,11112,perkaretan
18049,11113,perkariban
18050,11114,perkartuan
18051,11115,perkasa
18052,11116,perkasetan
18053,25257,perkataan
18054,11117,perkawanan
18055,11118,perkawinan
18056,18514,perkebunan
18057,11120,perkecambahan
18058,11121,perkedaian
18059,11122,perkedel
18060,11123,perkeluargaan
18061,27522,perkemahan
18062,11125,perkemasan
18063,21833,perkembangan
18064,18047,perkembangannya
18065,11126,perkenalan
18066,11127,perkenanan
18067,11128,perkerasan
18068,11129,perkerisan
18069,16455,perkiraan
18070,11130,perkirakan
18071,11131,perkiriman
18072,11132,perkisaran
18073,11133,perkitaran
18074,11134,perkolator
18075,11135,perkoperasian
18076,11136,perkopraan
18077,26118,perkosa
18078,21383,perkotaan
18079,11137,perkulakan
18080,11138,perkulitan
18081,26705,perkumpulan
18082,20521,perky
18083,11139,perlambang
18084,11140,perlampuan
18085,11141,perlangsungan
18086,27355,perlawanan
18087,11143,perlawatan
18088,11144,perlebahan
18089,11145,perlekatan
18090,16448,perlengkapan
18091,11146,perletakan
18092,18166,perlindungan
18093,11147,perling
18094,11148,perlipatan
18095,21870,perlombaan
18096,19269,perlombaantotal
18097,11150,perlu
18098,21746,perluasan
18099,11151,perlucutan
18100,15640,perlukah
18101,17055,perlunya
18102,11152,perlusidus
18103,11153,permahadutaan
18104,26707,permainan
18105,27513,permainannya
18106,11154,permaisuri
18107,20961,permakaman
18108,11156,permalaman
18109,11157,permandian
18110,17291,permanen
18111,27580,permasalahan
18112,27839,permasalahannya
18113,23573,permata
18114,11159,permeabilitas
18115,23601,permedia
18116,11160,permen
18117,25578,permendag
18118,11161,permesinan
18119,11162,permesuman
18120,11163,permintaan
18121,11164,permisalan
18122,11165,permobilan
18123,19300,permodalan
18124,11167,permodelan
18125,28128,permohonan
18126,11169,permukaan
18127,11170,permukiman
18128,27508,permuseuman
18129,11171,permusikan
18130,11172,permusuhan
18131,11173,pernafsian
18132,26547,pernah
18133,26962,pernak
18134,11174,pernak-pernik
18135,11175,pernalaran
18136,11176,pernanahan
18137,26617,pernapasan
18138,11178,perniagaan
18139,26970,pernik
18140,11179,pernik-pernik
18141,24530,pernikahan
18142,19039,pernikahannya
18143,11181,pernis
18144,11182,pernovelan
18145,23476,pernyataan
18146,25048,pernyataannya
18147,11184,perokok
18148,11185,peroksisom
18149,18006,peroleh
18150,22748,perolehan
18151,26503,perombakan
18152,27712,perombakannya
18153,11187,peronce
18154,11188,perongrong
18155,11189,perontokan
18156,11190,perorangan
18157,11191,perotasian
18158,18026,perpaduan
18159,11192,perpajakan
18160,11193,perpanjang
18161,20405,perpanjangan
18162,27352,perparkiran
18163,11194,perpasaran
18164,11195,perpecahan
18165,11196,perpetuasi
18166,11197,perpisahan
18167,11198,perponding
18168,11199,perporselenan
18169,11200,perpuluhan
18170,19504,perpustakaan
18171,17203,perputaran
18172,27948,perry
18173,11202,pers
18174,24769,persahabatan
18175,17915,persaingan
18176,11204,persajakan
18177,11205,persaksian
18178,11206,persalaman
18179,11207,persalinan
18180,11208,persamuhan
18181,11209,persanggamaan
18182,11210,persarafan
18183,11211,persataian
18184,18999,persatu
18185,19020,persatuan
18186,19121,persaudaraan
18187,11212,persawahan
18188,11213,persdelict
18189,11214,persebaran
18190,11215,persediaan
18191,11216,persegi
18192,11217,persekatan
18193,25745,persekutuan
18194,11218,persemaian
18195,11219,persemakmuran
18196,21405,persembahan
18197,20475,persembahkan
18198,11220,persembunyian
18199,20368,persen
18200,11221,persendian
18201,11222,persengketaan
18202,18474,persennya
18203,11223,persentase
18204,26014,perseorangan
18205,27424,persepatuan
18206,11224,persepsual
18207,11225,perseptivitas
18208,11226,perseratus
18209,19083,perserikatan
18210,22672,persero
18211,22467,perseroan
18212,26693,persetujuan
18213,25121,persiapan
18214,21137,persiapkan
18215,26657,persib
18216,26879,persilangan
18217,11227,persilatan
18218,11228,persilihan
18219,11229,persinetronan
18220,11230,persinggungan
18221,11231,persiraman
18222,27337,persis
18223,11232,persneling
18224,24039,persoalan
18225,25000,persoalannya
18226,11233,persobatan
18227,16209,person
18228,11234,personal
18229,11235,personalia
18230,11236,personalisasi
18231,15644,personel
18232,11237,personifikasi
18233,28114,perspektif
18234,11239,persumbuan
18235,23843,persuratan
18236,27067,persyaratan
18237,11241,pertabiban
18238,18050,pertahanan
18239,22096,pertahankan
18240,11243,pertahunan
18241,11244,pertama
18242,15646,pertama tama
18243,11245,pertamanan
18244,19331,pertambangan
18245,22806,pertamina
18246,11246,pertanahan
18247,11247,pertanaman
18248,24320,pertanda
18249,11248,pertandaan
18250,26485,pertandingan
18251,11249,pertanggungan
18252,21707,pertanian
18253,15647,pertanyaan
18254,15648,pertanyakan
18255,15649,pertapaan
18256,11251,pertarakan
18257,11252,pertaruhan
18258,25125,pertarungan
18259,11253,perteduhan
18260,11254,pertegasan
18261,11255,pertelevisian
18262,11256,perteluran
18263,11257,pertemanan
18264,11258,pertembakauan
18265,20056,pertemuan
18266,21218,pertemuannya
18267,16410,pertengahan
18268,11259,pertenggangan
18269,11260,pertenisan
18270,11261,pertenunan
18271,11262,pertepatan
18272,11263,pertetanggaan
18273,18004,pertigaan
18274,11264,pertikaian
18275,11265,pertikaman
18276,11266,pertiketan
18277,18168,pertimahan
18278,18753,pertimbangan
18279,22489,pertimbangkan
18280,11267,pertinggal
18281,11268,pertinjuan
18282,20006,pertiwi
18283,11269,pertobatan
18284,11270,pertokohan
18285,11271,pertolehan
18286,11272,pertuanan
18287,11273,pertubuhan
18288,16591,pertukaran
18289,23702,pertumbuhan
18290,20258,pertumbuhannya
18291,11275,pertunaian
18292,11276,pertunasan
18293,20021,pertunjukan
18294,16668,pertunjukkan
18295,11277,perturbasi
18296,11278,perturutan
18297,11279,pertuturan
18298,24838,peru
18299,27239,perubahan
18300,16392,perubahananak
18301,11280,perubalsem
18302,11281,perulangan
18303,11282,perum
18304,16713,perumahan
18305,17806,perumda
18306,11283,perumputan
18307,11284,perun
18308,21300,perundang
18309,26540,perundingan
18310,11285,peruntukan
18311,21566,perusahaan
18312,20937,perusahaannya
18313,11287,perusak
18314,22788,perusakan
18315,11288,perusut
18316,11289,perut
18317,11290,perutangan
18318,11291,pervalasan
18319,11292,perwajahan
18320,22315,perwakilan
18321,11294,perwasitan
18322,11295,perwatakan
18323,18292,perwira
18324,11297,perwosa
18325,11298,perwujudan
18326,11299,pesagi
18327,11300,pesak
18328,21901,pesan
18329,25080,pesanan
18330,11302,pesandaran
18331,18866,pesanggrahan
18332,11303,pesangon
18333,24824,pesantren
18334,11304,pesat
18335,11305,pesawangan
18336,16157,pesawat
18337,11307,peseh
18338,11308,peselancar
18339,11309,peseluncur
18340,11310,pesemendan
18341,16298,pesepeda
18342,15650,peserta
18343,25988,pesertanya
18344,27148,pesertapenyebutan
18345,11312,pesimistis
18346,11313,pesinetron
18347,11314,pesisir
18348,14814,pesona
18349,11315,pesta
18350,16159,peta
18351,11317,petai
18352,11318,petak
18353,24928,petaka
18354,22529,petang
18355,11319,petang-petang
18356,23547,petani
18357,27609,petanu
18358,11321,petarangan
18359,11322,petaruh
18360,11323,peternakan
18361,11324,peti
18362,11325,petik
18363,19961,petilasan
18364,11326,petinggi
18365,11327,petir
18366,11328,petis
18367,23559,petojo
18368,20779,petro
18369,11329,petrodolar
18370,11330,petrofilia
18371,11331,petrografi
18372,11332,petrokimia
18373,11333,petrolatum
18374,17120,petualangan
18375,11334,petugas
18376,11335,petunjuk
18377,16651,petunjuknya
18378,11336,petus
18379,11337,pewantekan
18380,11338,pewaralaba
18381,11339,pewayangan
18382,19490,peziarah
18383,25701,pgc
18384,11340,phalen
18385,21699,phdi
18386,21389,phenomenon
18387,20655,phk
18388,27697,pho
18389,19059,phomma
18390,17599,phomvihane
18391,25164,photocard
18392,18422,phri
18393,19832,piagam
18394,27365,piala
18395,11341,pialang
18396,11342,pianissimo
18397,11343,piano
18398,11344,piantan
18399,11345,piara
18400,11346,piaraan
18401,11347,piatu
18402,27851,piawai
18403,22062,pic
18404,11348,picisan
18405,16160,pick
18406,24537,picture
18407,22022,pid
18408,11349,pidana
18409,23978,pidananya
18410,25352,pidato
18411,21694,pidatonya
18412,11350,pidie
18413,11351,pidit
18414,11352,piezoelektrik
18415,11353,piezokimia
18416,11354,piezometer
18417,11355,pigmen
18418,11356,pigmentasi
18419,11357,pihak
18420,21634,pihaknya
18421,11358,pijar
18422,18886,pijat
18423,19684,pik
18424,11360,piket
18425,20770,pikir
18426,11362,pikiran
18427,22290,piknik
18428,11363,piknometer
18429,11364,piktografi
18430,11365,pil
18431,21842,pilar
18432,24878,pildun
18433,22063,pilek
18434,21027,pilgub
18435,24352,pilih
18436,11367,pilihan
18437,11368,pilin
18438,11369,pilin-memilin
18439,18725,pilkada
18440,18496,pilot
18441,26791,pilpres
18442,20777,pimpin
18443,11370,pimpinan
18444,11371,pinak
18445,21683,pinang
18446,23727,pindah
18447,11374,pindai
18448,11375,pinggan
18449,11376,pinggang
18450,19223,pinggir
18451,23387,pinggiran
18452,11378,pinggul
18453,11379,pingpong
18454,11380,pining
18455,22169,pinisi
18456,27526,pinjam
18457,24022,pinjaman
18458,27478,pinjol
18459,21416,pintar
18460,11383,pintas
18461,11384,pintu
18462,21350,pintuâ¢
18463,17686,pinus
18464,17808,pioneer
18465,22213,pionir
18466,11385,pipa
18467,11386,pipi
18468,11387,pipih
18469,11388,pipit
18470,11389,piramida
18471,18645,piranha
18472,11391,piranograf
18473,11392,piranogram
18474,11393,pireksiofobia
18475,11394,pirenokarp
18476,11395,pirheliometer
18477,11396,pirimidina
18478,26908,piring
18479,19509,pirngadi
18480,22626,pirngadiâ¢
18481,11398,piromansi
18482,11399,pirometalurgi
18483,11400,piroteknik
18484,11401,pirus
18485,11402,pisah
18486,27468,pisang
18487,11404,pisang-pisang
18488,11405,pisau
18489,11406,pisiformis
18490,16349,pisowanan
18491,11407,pistasio
18492,11408,pistol
18493,11409,pita
18494,11410,pitam
18495,11411,pitanggang
18496,11412,pitar
18497,11413,pitiriasis
18498,11414,piuh
18499,11415,piutang
18500,11416,pivot
18501,11417,piza
18502,28167,pj
18503,17283,pjj
18504,23132,pjp
18505,23893,pju
18506,26203,pk
18507,18287,pkb
18508,26133,pkk
18509,27699,pks
18510,24253,pku
18511,27561,place
18512,21256,plafon
18513,17923,plafonnya
18514,28053,plagiat
18515,11418,plagioklas
18516,11419,plagiosere
18517,18469,plago
18518,11420,plakofobia
18519,17398,plan
18520,11422,planet
18521,11423,planimeter
18522,11424,planimetri
18523,11425,planktonis
18524,11426,planogamet
18525,11427,planologis
18526,11428,planospora
18527,11429,plasma
18528,11430,plasmodium
18529,11431,plastik
18530,11432,plastogami
18531,23285,platform
18532,11434,platonisme
18533,23137,play
18534,25307,playen
18535,26454,plaza
18536,24105,plecing
18537,11435,pleistosen
18538,11436,pleksus
18539,24457,plenary
18540,11437,pletok
18541,11438,pleurogami
18542,11439,pliometrik
18543,11440,pliosaurus
18544,27062,pln
18545,11441,plonga-plongo
18546,20791,plt
18547,23244,plta
18548,26573,plupuh
18549,11442,pluralisme
18550,11443,pluralitas
18551,22442,plus
18552,17431,plut
18553,11445,plutofobia
18554,11446,plutokrasi
18555,11447,pluviograf
18556,11448,pluvioskop
18557,20369,pmi
18558,22625,pmk
18559,23453,pmn
18560,20550,pmptsp
18561,23785,pmptsptk
18562,20471,pmse
18563,27692,pn
18564,11449,pneumatifobia
18565,11450,pneumatika
18566,11451,pneumatokista
18567,11452,pnigofobia
18568,16229,po
18569,11453,poci
18570,23954,pocket
18571,16604,poco
18572,11454,pocong
18573,11455,podemporem
18574,19848,poesponegoro
18575,19616,pohan
18576,11456,pohon
18577,11457,pohon-pohonan
18578,11458,poikilotermal
18579,11459,poikilotermik
18580,22051,poin
18581,11460,poinefobia
18582,17604,point
18583,24445,points
18584,11462,poiseuille
18585,11463,pojok
18586,19288,pokdarwis
18587,11464,poket
18588,26738,pokok
18589,27010,pokoke
18590,19214,pokoknya
18591,11466,pokreskofobia
18592,21015,pola
18593,11468,polah
18594,23122,polandia
18595,11469,polang-paling
18596,11470,polarisasi
18597,11471,polariskop
18598,11472,polarograf
18599,11473,polarogram
18600,17069,polda
18601,11474,polder
18602,26998,pole
18603,20776,polemik
18604,11475,poleng-poleng
18605,23393,polhukam
18606,11476,polialfabetik
18607,26513,policies
18608,21120,policy
18609,11477,polidaktil
18610,11478,polidipsia
18611,11479,poliembrionik
18612,11480,poliferasi
18613,11481,polihalida
18614,11482,polihedral
18615,11483,polihedron
18616,11484,polihidrik
18617,11485,polikarpik
18618,11486,poliklinik
18619,11487,polikristalin
18620,11488,polikultur
18621,11489,polimer
18622,11490,polimerase
18623,11491,polimetalisme
18624,11492,polimiksin
18625,11493,polineuropati
18626,11494,polinomial
18627,11495,poliopsoni
18628,11496,polipropilena
18629,11497,poliritmik
18630,11498,polis
18631,11499,polisentrisme
18632,23194,polisi
18633,11501,polisiklik
18634,11502,polisiklis
18635,11503,polisilogisme
18636,11504,polisional
18637,11505,polisorbat
18638,11506,polispermi
18639,11507,politeisme
18640,22772,politeknik
18641,16624,politik
18642,26931,politikgubernur
18643,11510,politikofobia
18644,27604,politikus
18645,19412,politikâ¢
18646,28100,politis
18647,11511,politisasi
18648,19691,politisi
18649,18252,poliuretan
18650,20794,polo
18651,11514,polong
18652,11515,polongan
18653,11516,polos
18654,15655,polres
18655,21662,polresta
18656,20991,polri
18657,11517,polstranas
18658,25929,polusi
18659,25479,polutan
18660,18699,polybag
18661,21391,polygon
18662,22618,pomanto
18663,19066,pomerania
18664,11518,pompa
18665,19156,pondasi
18666,21829,pondok
18667,26904,pondokan
18668,11520,ponjen
18669,23629,ponorogo
18670,24382,ponpes
18671,11521,ponsel
18672,11522,poo
18673,26337,pool
18674,22917,pop
18675,11524,popi
18676,21853,popo
18677,11525,popok
18678,11526,popor
18679,17520,popularitas
18680,23289,populasi
18681,16564,populer
18682,11528,pora
18683,11529,porak
18684,11530,porak-peranda
18685,11531,poranda
18686,20392,pordasi
18687,11532,porno
18688,11533,pornografi
18689,11534,porogapit
18690,11535,porok
18691,11536,poros
18692,22224,porsi
18693,27916,port
18694,27576,portal
18695,16162,porter
18696,17429,portfolio
18697,22666,portofino
18698,11537,portofolio
18699,17493,ports
18700,19735,portugal
18701,25445,pos
18702,26862,posisi
18703,18007,posisinya
18704,11540,positif
18705,24444,positifnya
18706,23257,position
18707,17058,positive
18708,14817,posko
18709,11541,poso
18710,11542,posolan
18711,11543,pospak
18712,11544,post
18713,17738,posting
18714,22955,postingan
18715,11545,postmortem
18716,18439,postur
18717,11547,potamologi
18718,22116,potd
18719,11548,pote
18720,11549,potehi
18721,11550,potensi
18722,25660,potensial
18723,17598,potensinya
18724,11551,potensiometer
18725,11552,potensiometri
18726,11553,potong
18727,11554,potong-potong
18728,19601,potongan
18729,11555,potret
18730,24040,potro
18731,23885,poverty
18732,26458,power
18733,23335,pp
18734,22384,ppas
18735,27942,ppi
18736,17831,ppki
18737,18799,ppp
18738,25669,pppk
18739,25818,pps
18740,15658,pr
18741,18864,pra
18742,23789,prabowo
18743,11556,prabumulih
18744,18266,pracima
18745,26040,pracimantoro
18746,11557,pragmatika
18747,28165,prags
18748,17697,pragser
18749,25331,praijing
18750,11558,praja
18751,11559,prajabatan
18752,11560,prajurit
18753,26347,prakarsa
18754,11561,prakerja
18755,11562,prakirawan
18756,11563,praklinis
18757,11564,prakondisi
18758,11565,prakonseptual
18759,19151,praktik
18760,26542,praktis
18761,25698,praktisi
18762,23792,pralaya
18763,18505,pramana
18764,22721,prambanan
18765,11567,pramenstruasi
18766,11568,prameswari
18767,25975,pramono
18768,11569,pramuacara
18769,11570,pramuantar
18770,11571,pramubakti
18771,11572,pramudapur
18772,11573,pramuhotel
18773,16538,pramuka
18774,11574,pramukamar
18775,11575,pramuniaga
18776,16163,pramunisata
18777,11576,pramupintu
18778,11577,pramurukti
18779,11578,pramutama
18780,11579,pramuwisma
18781,11580,prancis
18782,11581,prangko
18783,21883,pranowo
18784,21388,pranyoto
18785,11582,prapalatal
18786,11583,prapensiun
18787,17550,prapesan
18788,11584,prapromosi
18789,11585,prapustaka
18790,23506,praratya
18791,11586,praregistrasi
18792,11587,prarencana
18793,11588,prasangka
18794,23994,prasarana
18795,11589,prasasti
18796,18981,prasejahtera
18797,11590,prasejarah
18798,11591,prasekolah
18799,11592,praseminar
18800,17617,praseth
18801,25401,prasetyo
18802,25490,prasetyoâ¢
18803,17390,prasojo
18804,26125,prasta
18805,18154,prastyo
18806,26891,prasyarat
18807,23208,prasyaratnya
18808,27636,pratama
18809,11593,pratersier
18810,19493,pratiwi
18811,24041,prayoga
18812,24010,pre
18813,11594,preasetabulum
18814,11595,predatoris
18815,20046,predatory
18816,11596,predikatif
18817,17662,prefektur
18818,11597,preferensi
18819,16529,prefunction
18820,11598,prehistori
18821,11599,prekariat
18822,11600,prekognisi
18823,11601,prekositas
18824,11602,preliminer
18825,11603,premanisme
18826,17358,prematur
18827,11604,premi
18828,22134,premium
18829,20472,premiumnya
18830,11605,prenasal
18831,11606,prenatal
18832,11607,prepotensi
18833,11608,prerogatif
18834,21239,presale
18835,11609,presbiopia
18836,25334,presentasi
18837,11611,preservasi
18838,25794,presiden
18839,27808,presidensi
18840,28129,president
18841,11612,preskripsi
18842,11613,presometer
18843,20255,press
18844,11614,prestasi
18845,21012,prestise
18846,11615,prestisius
18847,11616,prevalensi
18848,20953,preventif
18849,21476,pria
18850,27210,priangan
18851,11617,priayi
18852,11618,pribadi
18853,20456,pribadinya
18854,26002,pribumi
18855,25294,pricing
18856,22083,prihantoro
18857,22445,prihatin
18858,25684,prihayati
18859,17767,prihono
18860,27409,prikitiw
18861,28080,prima
18862,18678,primadi
18863,27950,primadona
18864,23665,primair
18865,20985,primata
18866,11620,primatolog
18867,17960,prime
18868,17050,primer
18869,11622,primi
18870,11623,primordial
18871,20192,principles
18872,11624,pringgitan
18873,24523,pringgodigdo
18874,11625,prinsip
18875,11626,prinsipiel
18876,28046,prinsipnya
18877,18811,print
18878,11627,printilan
18879,22495,prioritas
18880,17402,prioritasnya
18881,22178,prisma
18882,17542,pristiwanto
18883,27364,privasi
18884,26206,privat
18885,18558,private
18886,11628,prix
18887,11629,pro
18888,11630,probabilistik
18889,18381,problem
18890,11631,problematika
18891,18524,probolinggo
18892,23854,procida
18893,21910,product
18894,11632,produk
18895,16690,produknya
18896,11633,produksi
18897,18654,produktif
18898,25071,produktivitas
18899,11635,produsen
18900,19534,prof
18901,11636,profanitas
18902,18387,profesi
18903,26302,profesional
18904,23735,profil
18905,24355,profit
18906,11639,profitabel
18907,11640,progenitor
18908,25185,progo
18909,11641,progoitrin
18910,11642,program
18911,19902,programnya
18912,22456,progres
18913,18996,progresif
18914,11643,progresivitas
18915,23540,progresnya
18916,23299,progress
18917,21732,progressnya
18918,17717,project
18919,22822,projo
18920,11644,prokem
18921,16784,proklamasi
18922,17937,proklamator
18923,11646,prokurator
18924,11647,proletarisasi
18925,11648,prolongasi
18926,20457,promo
18927,28095,promoan
18928,21599,promosi
18929,19105,promosikan
18930,18775,promosinya
18931,24395,promosiseluruh
18932,26580,promotor
18933,11650,promoveren
18934,11651,pronominal
18935,11652,prooksidan
18936,11653,propaganda
18937,11654,propedeuse
18938,17741,properti
18939,16593,propertinya
18940,21744,property
18941,19671,proporsi
18942,21913,proposal
18943,24129,proposalnya
18944,11656,proprioseptor
18945,11657,prosedur
18946,11658,prosedural
18947,11659,prosentase
18948,25220,proses
18949,19025,prosesi
18950,22969,prosesnya
18951,11661,proskenium
18952,11662,proskonion
18953,11663,prosofobia
18954,11664,prospektif
18955,11665,prospektus
18956,22497,prosperous
18957,11666,prostaglandin
18958,11667,prostitusi
18959,11668,protagonis
18960,11669,protandrus
18961,11670,protean
18962,17962,protection
18963,11671,proteinase
18964,11672,proteksi
18965,11673,protes
18966,11674,protestanisme
18967,25560,protocol
18968,19644,protokol
18969,11675,protokoler
18970,11676,protolisis
18971,11677,protolitik
18972,11678,protoneolitik
18973,11679,protostele
18974,11680,protrombin
18975,11681,protuberansia
18976,20560,provinsi
18977,24002,provisi
18978,24047,provisional
18979,11682,provitamin
18980,23806,provokatif
18981,25231,provokator
18982,11685,provokatur
18983,11686,proxima
18984,25271,proyek
18985,22607,proyeksi
18986,27848,proyeksikan
18987,27053,prsi
18988,11687,prudensial
18989,11688,pruf
18990,23068,psbb
18991,11689,pselismofobia
18992,11690,pseudokata
18993,11691,pseudomorf
18994,11692,pseudopoda
18995,11693,psikedelik
18996,11694,psikiatris
18997,11695,psikoaktif
18998,11696,psikoanalisis
18999,11697,psikobiologis
19000,11698,psikodinamika
19001,11699,psikodrama
19002,11700,psikofobia
19003,11701,psikogenik
19004,11702,psikolepsi
19005,18683,psikologi
19006,11703,psikologis
19007,11704,psikometri
19008,11705,psikomotor
19009,11706,psikoneurosis
19010,11707,psikopatologi
19011,11708,psikosomatika
19012,11709,psikrofili
19013,11710,psilosibin
19014,19180,psis
19015,11711,psitakosis
19016,23710,psn
19017,18913,pssi
19018,19303,pt
19019,11712,pterokauli
19020,27746,ptln
19021,23709,ptn
19022,16884,pu
19023,11713,pual
19024,17521,pualam
19025,27737,puan
19026,20699,puas
19027,26106,puasa
19028,11715,puber
19029,26896,public
19030,11716,publik
19031,21622,publikasi
19032,18879,publish
19033,16164,published
19034,11717,publisitas
19035,11718,pucat
19036,11719,pucuk
19037,18840,pudak
19038,16626,pudar
19039,11720,pudi
19040,11721,puding
19041,11722,puerperium
19042,11723,pugaran
19043,20423,puguh
19044,21213,puisi
19045,25364,puja
19046,11725,pujangga
19047,19188,pujian
19048,25973,pujiastuti
19049,25900,pujon
19050,11726,pujuk
19051,11727,pukal
19052,11728,pukang-pukang
19053,11729,pukat
19054,11730,pukis
19055,11731,pukul
19056,11732,pukul-memukul
19057,11733,pukulan
19058,24811,pula
19059,24264,pulang
19060,11736,pulas
19061,23536,pulau
19062,26843,pulih
19063,15663,pulihkan
19064,21161,pulihnya
19065,16321,pulogadung
19066,11738,pulpa
19067,11739,puluh
19068,28032,puluhan
19069,11740,pulut
19070,23860,pun
19071,11742,punar
19072,11743,punca
19073,19682,puncak
19074,19761,puncaknya
19075,11744,pungak-pinguk
19076,20261,punggung
19077,22440,pungkas
19078,27301,pungkasnya
19079,15665,pungli
19080,11746,punglor
19081,11747,pungut
19082,11748,pungutan
19083,11749,punta
19084,11750,puntung
19085,14822,punya
19086,11751,punyimbang
19087,27885,pupr
19088,11752,pupuh
19089,11753,pupuk
19090,11754,pupur
19091,11755,puput
19092,11756,pura
19093,11757,purba
19094,22753,purbaratu
19095,24794,purbo
19096,23671,pure
19097,24697,puri
19098,11758,purifikasi
19099,11759,purnabakti
19100,11760,purnakarya
19101,11761,purnakaryawan
19102,11762,purnama
19103,11763,purnapugar
19104,11764,purnatugas
19105,11765,purnawaktu
19106,11766,purnawiyata
19107,11767,puru
19108,11768,purwa
19109,19281,purwadika
19110,11769,purwakanti
19111,11770,purwakarta
19112,26772,purwanto
19113,18028,purwantono
19114,27374,purwoko
19115,25455,purworejo
19116,25871,purwosari
19117,11771,pusa
19118,11772,pusaka
19119,11773,pusar
19120,11774,pusaran
19121,16994,pusat
19122,11776,puseh
19123,11777,pusing
19124,11778,pusing-pusing
19125,11779,pusingan
19126,27562,puskesmas
19127,11780,puslitbang
